10.630555555555556,71.99999999999994
11.597222222222223,71.54999999999994
13.530555555555557,71.39999999999995
35.950490196078434,68.68191666666662
51.655555555555566,65.40324444444445
58.0234477124183,62.46199444444444
58.990114379084964,62.01199444444445
60.9234477124183,61.86199444444445
64.79011437908497,61.741994444444444
73.62287581699348,59.87950277777778
74.58954248366015,59.429502777777785
78.00890522875817,56.54064999999999
81.3873366013072,47.82530555555556
90.02834967320261,36.89036111111111
105.27467320261438,33.76569444444445
